"","X","descr"
"3515",3545,"Enhanced international cooperation towards a durable solution to the external debt problems of developing countries"
"3516",3546,"Specific action related to the particular needs and problems of land locked developing countries"
"3517",3547,"Economic measures as a means of political and economic coercion against developing countries"
"3518",3548,"Regrets the unilateral trade embargo and other measures imposed against Nicaragua and requests that those measures be immediately revoked"
"3519",3549,"Urges all parties involved to meet agreed commitments and work for a balanced approach to the multilateral trade negotiations within the Uruguay Round of multilateral trade negotiations, so as to ensure that their successful conclusion brings a"
"3520",3550,"Trends in the transfer of resources to and from the developing countries and their impact on the economic growth and sustained development of those countries"
"3521",3551,"Requests the relevant programmes, organizations, agencies, funds and organs of the United Nations system to intensify their efforts, in co-operation with the Palestine Liberation Organization, to provide economic and social assistance to the Pa"
"3522",3552,"Strongly deplores the intervention in Panama by the armed forces of the United States of America. Demands the immediate cessation of the intervention and the withdrawal from Panama"
"3523",3553,"Question of the Comorian island of Mayotte"
"3524",3554,"Information from Non-Self-Governing Territories transmitted under Article 73e of the Charter of the UN"
"3525",3555,"Activities of foreign economic and other interests which are Impeding the implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples in Territories under colonial domination and efforts to eliminate colo"
"3526",3556,"Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples by the specialized agencies and the international institutions associated with the UN"
"3527",3557,"Question of Guam"
"3528",3558,"30th Anniversary of the Declaration on the Granting of Independence to Colonial Countries and Peoples"
"3529",3559,"Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples"
"3530",3560,"Dissemination of information on decolonization"
"3531",3561,"Zone of peace and cooperation of the South Atlantic"
"3532",3562,"Observer status of national liberation movements recognized by the OAU and/or by the League of Arab States"
"3533",3563,"Consideration of effective measures to enhance the protection, security and safety of diplomatic and consular missions and representatives"
"3534",3564,"Report of the Special Committee on the Charter of UN and on the Strengthening of the Role of the Organization"
"3535",3565,"Rationalization of existing UN procedures"
"3536",3566,"Implementation of General Assembly resolution 44/104 concerning the signature and ratification of Additional Protocol I of the Treaty for the Prohibition of Nuclear Weapons in Latin America and the Caribbean (Treaty of Tlatelolco)"
"3537",3567,"Cessation of all nuclear test explosions"
"3538",3568,"Amendment of the Treaty Banning Nuclear Weapon Tests in the Atmosphere, in Outer Space and under Water"
"3539",3569,"Urgent need for a comprehensive nuclear-test-ban treaty :"
"3540",3570,"Establishment of a nuclear-weapon-free zone in South Asia"
"3541",3571,"Conclusion of effective international arrangements to assure non nuclear weapon States against the use or threat of use of nuclear weapons"
"3542",3572,"Prevention of an arms race in outer space"
"3543",3573,"Confidencebuilding measures In outer space"
"3544",3574,"Implementation of the Declaration on the Denuclearization of Africa"
"3545",3575,"Condemns South Africa's continued pursuit of a nuclear capability and all forms of nuclear collaboration by any State, corporation, institution or individual with the racist regime that enable it to frustrate the objective of the Declaration wh"
