"","X","short"
"3333",3363,"SOUTH AFRICA, NUCLEAR WEAPONS"
"3334",3364,"WEAPONS DEVELOPMENT, MANUFACTURE"
"3335",3365,"BILATERAL ARMS NEGOTIATIONS"
"3336",3366,"MILITARY MATTERS, INFORMATION"
"3337",3367,"DISARMAMENT, IMPLEMENTATION"
"3338",3368,"ARMS TRANSFERS"
"3339",3369,"WEAPONS DEVELOPMENT, MANUFACTURE"
"3340",3370,"FISSIONABLE MATERIAL"
"3341",3371,"NAVAL DISARMAMENT"
"3342",3372,"DISARMAMENT, U.N. STUDY"
"3343",3373,"BILATERAL ARMS NEGOTIATIONS"
"3344",3374,"HOSTILE RADIOACTIVE WASTE DUMPING"
"3345",3375,"DISARMAMENT, CONVENTIONAL"
"3346",3376,"PROHIBITION, RADIOACTIVE DUMPING"
"3347",3377,"DISARMAMENT, INTERNATIONAL SECURITY"
"3348",3378,"FREEZE, NUCLEAR WEAPONS"
"3349",3379,"WORLD DISARMAMENT CAMPAIGN"
"3350",3380,"PROHIBITION, NUCLEAR USE"
"3351",3381,"SCIENCE, TECHNOLOGY, SECURITY"
"3352",3382,"3RD SPECIAL SESSION"
"3353",3383,"NUCLEAR NON-USE"
"3354",3384,"DISARMAMENT, COOPERATION"
"3355",3385,"NUCLEAR WAR, CLIMACTIC EFFECTS"
"3356",3386,"CESSATION, ARMS RACE"
"3357",3387,"NUCLEAR WAR, PREVENTION"
"3358",3388,"DISARMAMENT CONFERENCE"
"3359",3389,"ECONOMIC, SOCIAL CONSEQUENCE, ARMS RACE"
"3360",3390,"DISARMAMENT CONFERENCE"
"3361",3391,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3362",3392,"STUDY, U.N. VERIFICATION"
"3363",3393,"NON PROLIFERATION TREATY"
"3364",3394,"ANTARCTICA"
"3365",3395,"ANTARCTICA, SOUTH AFRICA"
"3366",3396,"POLITICAL DIALOGUE"
"3367",3397,"LIFE IN PEACE"
"3368",3398,"INTERNATIONAL PEACE, SECURITY"
"3369",3399,"INTERNATIONAL SECURITY, U.N. CHARTER"
"3370",3400,"SOUTH AFRICA, ASSISTANCE"
"3371",3401,"APARTHEID, SUPPRESSION"
"3372",3402,"SELF-DETERMINATION"
"3373",3403,"MERCENARIES"
"3374",3404,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
"3375",3405,"HUMAN RIGHTS"
"3376",3406,"HUMAN RIGHTS, PROPERTY"
"3377",3407,"HUMAN RIGHTS, U.N. SYSTEM"
"3378",3408,"HUMAN RIGHTS, U.N. SYSTEM"
"3379",3409,"HUMAN RIGHTS, IRAN"
"3380",3410,"MIGRANT WORKERS, RIGHTS"
"3381",3411,"WORLD SOCIAL SITUATION"
"3382",3412,"HUMAN RIGHTS, CHILE"
"3383",3413,"PLO, STATUS"
"3384",3414,"NATIONAL LIBERATION MOVEMENTS"
"3385",3415,"INTERNATIONAL ECONOMIC ORDER"
"3386",3416,"PEACEFUL SETTLEMENTS OF DISPUTES"
"3387",3417,"CRIMES AGAINST PEACE, SECURITY"
"3388",3418,"GOOD NEIGHBORLINESS"
"3389",3419,"GOOD NEIGHBORLINESS"
"3390",3420,"PALESTINE, RIGHTS COMMITTEE"
"3391",3421,"PALESTINE, RIGHTS COMMITTEE"
"3392",3422,"PALESTINE, INFORMATION"
"3393",3423,"MIDDLE EAST PEACE CONFERENCE"
"3394",3424,"PALESTINE, STATE"
"3395",3425,"PALESTINE, ASSISTANCE"
"3396",3426,"4TH DECADE OF DEVELOPMENT"
"3397",3427,"NICARAGUA, EMBARGO"
"3398",3428,"INTERNATIONAL FINANCE CONFERENCE"
"3399",3429,"POVERTY, ERADICATION"
"3400",3430,"DEVELOPMENT ASSISTANCE"
"3401",3431,"DEBT PROBLEM SOLUTIONS"
"3402",3432,"FRONT-LINE STATES, ASSISTANCE"
"3403",3433,"CONFERENCES, COMMITTEE"
"3404",3434,"DISENGAGEMENT OBSERVER FORCE"
"3405",3435,"LEBANON, INTERM FORCE"
"3406",3436,"PALESTINE, INTIFADAH"
"3407",3437,"SOUTH AFRICA, EXECUTION"
"3408",3438,"PALESTINE, INTIFADAH"
"3409",3439,"U.N., LEAGUE OF ARAB STATES"
"3410",3440,"COMOROS, MAYOTTE"
"3411",3441,"CULTURAL PROPERTY, RESTITUTION"
"3412",3442,"SOUTH ATLANTIC, ZONE OF PEACE"
"3413",3443,"KAMPUCHEA"
"3414",3444,"STRUCTURAL ADJUSTMENT, ALTERNATIVE"
"3415",3445,"LAW OF THE SEA"
"3416",3446,"SOUTH AFRICA, LIBERATION MOVEMENTS"
"3417",3447,"SOUTH AFRICA, SANCTIONS"
"3418",3448,"SOUTH AFRICA, REGIME MONITORING"
"3419",3449,"SOUTH AFRICA, FINANCIAL PRESSURE"
"3420",3450,"SOUTH AFRICA, ISRAEL"
"3421",3451,"APARTHEID, COMMITTEE"
"3422",3452,"SOUTH AFRICA, OIL EMBARGO"
"3423",3453,"SOUTH AFRICA, MILITARY COLLABORATION"
"3424",3454,"APARTHEID, ELIMINATION"
"3425",3455,"APARTHEID, SPORTS"
"3426",3456,"INTERNATIONAL ECONOMIC ORDER"
"3427",3457,"PEACEFUL SETTLEMENTS OF DISPUTES"
"3428",3458,"CRIMES AGAINST PEACE, SECURITY"
"3429",3459,"MIDDLE EAST PEACE PROCESS"
"3430",3460,"ISRAEL, ACTIONS AGAINST"
"3431",3461,"JERUSALEM"
"3432",3462,"PALESTINE, RIGHTS COMMITTEE"
"3433",3463,"PALESTINE, RIGHTS COMMITTEE"
"3434",3464,"PALESTINE, INFORMATION"
"3435",3465,"PALESTINE"
"3436",3466,"NICARAGUA, ICJ RULING"
"3437",3467,"PALESTINE, ASSISTANCE"
"3438",3468,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3439",3469,"PALESTINE, REFUGEES RESETTLEMENT"
"3440",3470,"PALESTINE, REFUGEES, RELIEF"
"3441",3471,"PALESTINE, DISPLACED PERSONS"
"3442",3472,"PALESTINE, REFUGEES, PROPERTIES"
"3443",3473,"PALESTINE, REFUGEES, PROTECTION"
"3444",3474,"JERUSALEM, UNIVERSITY"
"3445",3475,"ISRAEL, PALESTINIAN STUDENTS"
"3446",3476,"ISRAEL, OCCUPIED TERRITORIES"
"3447",3477,"ISRAEL, GENEVA CONVENTION"
"3448",3478,"ISRAEL, OCCUPIED TERRITORIES"
"3449",3479,"PALESTINE, DETENTIONS"
"3450",3480,"ISRAEL, RESOLUTION COMPLIANCE"
"3451",3481,"ISRAEL, GOLAN HEIGHTS"
"3452",3482,"ISRAEL, PALESTINIAN STUDENTS"
"3453",3483,"NEW INFORMATION ORDER"
"3454",3484,"WORLD SOCIAL SITUATION"
"3455",3485,"HUMAN RIGHTS, U.N. SYSTEM"
"3456",3486,"APARTHEID, CONVENTION"
"3457",3487,"SELF-DETERMINATION"
"3458",3488,"MERCENARIES"
"3459",3489,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"3460",3490,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"3461",3491,"SELF-DETERMINATION, IMPLEMENTATION"
"3462",3492,"SELF-DETERMINATION, 30TH ANNIVERSARY"
"3463",3493,"SELF-DETERMINATION, IMPLEMENTATION"
"3464",3494,"INFORMATION, DECOLONIZATION"
"3465",3495,"DENUCLEARIZATION, LATIN AMERICA"
"3466",3496,"CESSATION, NUCLEAR TESTING"
"3467",3497,"BAN, AIR, WATER AND OUTER SPACE NUCLEAR TESTING"
"3468",3498,"COMPREHENSIVE TEST-BAN-TREATY"
"3469",3499,"DENUCLEARIZATION, SOUTH ASIA"
"3470",3500,"NON-NUCLEAR STATES"
"3471",3501,"NON-NUCLEAR STATES"
"3472",3502,"ARMS RACE, OUTER SPACE"
"3473",3503,"DENUCLEARIZATION, AFRICA"
"3474",3504,"SOUTH AFRICA, NUCLEAR WEAPONS"
"3475",3505,"MILITARY BUDGETS, REDUCTION"
"3476",3506,"MILITARY BUDGETS, REDUCTION"
"3477",3507,"NUCLEAR WEAPONS, MANUFACTURING"
"3478",3508,"BILATERAL ARMS NEGOTIATIONS"
"3479",3509,"MILITARY MATTERS, INFORMATION"
"3480",3510,"DISARMAMEMT, RESOLUTION IMPLEMENTATION"
"3481",3511,"FISSIONABLE MATERIAL"
"3482",3512,"MILITARY RESOURCES, CONVERSION"
"3483",3513,"BILATERAL ARMS NEGOTIATIONS"
"3484",3514,"NAVAL DISARMAMENT"
"3485",3515,"INTERNATIONAL ARMS TRANSFERS"
"3486",3516,"DEFENSIVE POLITICS"
"3487",3517,"PROHIBITION, RADIOACTIVE DUMPING"
"3488",3518,"DISARMAMENT, CONVENTIONAL"
"3489",3519,"WORLD DISARMAMENT CAMPAIGN"
"3490",3520,"PROHIBITION, NUCLEAR USE"
"3491",3521,"FREEZE, NUCLEAR WEAPONS"
"3492",3522,"U.N. DISARMAMENT CENTERS"
"3493",3523,"SCIENCE, TECHNOLOGY, SECURITY"
"3494",3524,"SCIENCE, TECHNOLOGY, DISARMAMENT"
"3495",3525,"DISARMAMENT, COMPREHENSIVE PROGRAM"
"3496",3526,"NUCLEAR NON-USE"
"3497",3527,"DISARMAMENT, COMPREHENSIVE PROGRAM"
"3498",3528,"CESSATION, ARMS RACE"
"3499",3529,"DENUCLEARIZATION, SOUTH PACIFIC"
"3500",3530,"INDIAN OCEAN, ZONE OF PEACE"
"3501",3531,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3502",3532,"DISARMAMENT, INFORMATION"
"3503",3533,"ANTARCITCA"
"3504",3534,"ANTARCTICA, SOUTH AFRICA"
"3505",3535,"INTERNATIONAL PEACE, SECURITY"
"3506",3536,"DEATH PENALTY"
"3507",3537,"HUMAN RIGHTS"
"3508",3538,"ELECTORAL SOVEREIGNTY"
"3509",3539,"HUMAN RIGHTS, CHILE"
"3510",3540,"HUMAN RIGHTS COMMISSION, ENLARGEMENT"
"3511",3541,"ANGOLA"
"3512",3542,"ECONOMIC RIGHTS AND DUTIES"
"3513",3543,"PALESTINE, LIVING CONDITIONS"
"3514",3544,"FRONT-LINE STATES, ASSISTANCE"
"3515",3545,"DEBT PROBLEM SOLUTIONS"
"3516",3546,"LAND-LOCKED COUNTRIES"
"3517",3547,"ECONOMIC COERCION"
"3518",3548,"NICARAGUA, EMBARGO"
"3519",3549,"COMMODITIES"
"3520",3550,"RESOURCES, TRANSFER"
"3521",3551,"PALESTINE, ASSISTANCE"
"3522",3552,"U.S., PANAMA, MILITARY INTERVENTION"
"3523",3553,"COMOROS, MAYOTTE"
"3524",3554,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"3525",3555,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"3526",3556,"SELF-DETERMINATION, IMPLEMENTATION"
"3527",3557,"GUAM, SELF-DETERMINATION"
"3528",3558,"30TH ANNIVERSARY, INDEPENDENCE"
"3529",3559,"SELF-DETERMINATION, IMPLEMENTATION"
"3530",3560,"DECOLOIZATION, INFORMATION"
"3531",3561,"SOUTH ATLANTIC, ZONE OF PEACE"
"3532",3562,"LIBERATION MOVEMENTS, OBSERVER STATUS"
"3533",3563,"DIPLOMATS, SECURITY"
"3534",3564,"U.N. STRENGTHENING"
"3535",3565,"U.N. PROCEDURES, RATIONALIZATION"
"3536",3566,"DENUCLEARIZATION, LATIN AMERICA"
"3537",3567,"CESSATION, NUCLEAR TESTING"
"3538",3568,"BAN, AIR, WATER AND OUTER SPACE NUCLEAR TESTING"
"3539",3569,"COMPREHENSIVE TEST-BAN-TREATY"
"3540",3570,"DENUCLEARIZATION, SOUTH ASIA"
"3541",3571,"NON-NUCLEAR STATES"
"3542",3572,"ARMS RACE, OUTER SPACE"
"3543",3573,"OUTER SPACE, CONFIDENCE BUILDING"
"3544",3574,"DENUCLEARIZATION, AFRICA"
"3545",3575,"SOUTH AFRICA, NUCLEAR WEAPONS"
"3546",3576,"BILATERAL ARMS NEGOTIATIONS"
"3547",3577,"BILATERAL ARMS NEGOTIATIONS"
"3548",3578,"NUCLEAR FACILITIES, ATTACKS"
"3549",3579,"PROHIBITION, RADIOACTIVE DUMPING"
"3550",3580,"FISSIONABLE MATERIAL"
"3551",3581,"MILITARY ACTIVITIES, ENVIRONMENT"
"3552",3582,"DEFENSIVE POLITICS"
"3553",3583,"DISARMAMENT, REGIONAL"
"3554",3584,"PROHIBITION, NUCLEAR USE"
"3555",3585,"FREEZE, NUCLEAR WEAPONS"
"3556",3586,"SCIENCE, TECHNOLOGY, SECURITY"
"3557",3587,"CESSATION, ARMS RACE"
"3558",3588,"DISARMAMENT, CONFERENCE"
"3559",3589,"DISARMAMENT, COMPREHENSIVE PROGRAM"
"3560",3590,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3561",3591,"PALESTINE, RIGHTS COMMITTEE"
"3562",3592,"PALESTINE, RIGHTS COMMITTEE"
"3563",3593,"PALESTINE, INFORMATION"
"3564",3594,"MIDDLE EAST PEACE CONFERENCE"
"3565",3595,"PALESTINE, INTIFADAH"
"3566",3596,"PALESTINE, ASSISTANCE"
"3567",3597,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3568",3598,"PALESTINE, REFUGEES RESETTLEMENT"
"3569",3599,"PALESTINE, REFUGEES, RELIEF"
"3570",3600,"PALESTINE, REFUGEES, RETURN"
"3571",3601,"PALESTINE, REFUGEES, PROPERTIES"
"3572",3602,"PALESTINE, REFUGEES, PROTECTION"
"3573",3603,"JERUSALEM, UNIVERSITY"
"3574",3604,"PALESTINE, REFUGEES, PROTECTION"
"3575",3605,"ISRAEL, OCCUPIED TERRITORIES"
"3576",3606,"ISRAEL, GENEVA CONVENTION"
"3577",3607,"ISRAEL, OCCUPIED TERRITORIES"
"3578",3608,"PALESTINE, DETENTIONS"
"3579",3609,"ISRAEL, RESOLUTION COMPLIANCE"
"3580",3610,"ISRAEL, GOLAN HEIGHTS"
"3581",3611,"ISRAEL, PALESTINIAN STUDENTS"
"3582",3612,"INDIAN OCEAN, ZONE OF PEACE"
"3583",3613,"ANTARCTICA"
"3584",3614,"ANTARCTICA, SOUTH AFRICA"
"3585",3615,"INTERNATIONAL PEACE, SECURITY"
"3586",3616,"U.N., LEAGUE OF ARAB STATES"
"3587",3617,"MIDDLE EAST PEACE PROCESS"
"3588",3618,"ISRAEL, ACTIONS AGAINST"
"3589",3619,"JERUSALEM"
"3590",3620,"SOUTH AFRICA, ASSISTANCE"
"3591",3621,"WORLD SOCIAL SITUATION"
"3592",3622,"APARTHEID, CONVENTION"
"3593",3623,"HUMAN RIGHTS, U.N. SYSTEM"
"3594",3624,"SELF-DETERMINATION"
"3595",3625,"MERCENARIES"
"3596",3626,"LAW OF THE SEA"
"3597",3627,"ELECTIONS, EFFECTIVENESS"
"3598",3628,"ELECTORAL SOVEREIGNTY"
"3599",3629,"INDIGENOUS PEOPLES, YEAR FOR"
"3600",3630,"HUMAN RIGHTS, OCCUPIED KUWAIT"
"3601",3631,"APARTHEID, ELIMINATION"
"3602",3632,"SOUTH AFRICA, MILITARY COLLABORATION"
"3603",3633,"SOUTH AFRICA, ISRAEL"
"3604",3634,"APARTHEID, COMMITTEE"
"3605",3635,"SOUTH AFRICA, OIL EMBARGO"
"3606",3636,"APARTHEID, SPORTS"
"3607",3637,"PALESTINE, ASSISTANCE"
"3608",3638,"ENTREPENEURSHIP"
"3609",3639,"COMOROS, MAYOTTE"
"3610",3640,"CULTURAL PROPERTY, RESTITUTION"
"3611",3641,"IAEA, REPORT"
"3612",3642,"SOUTH ATLANTIC, ZONE OF PEACE"
"3613",3643,"U.N., LEAGUE OF ARAB STATES"
"3614",3644,"BAN, AIR, WATER AND OUTER SPACE NUCLEAR TESTING"
"3615",3645,"COMPREHENSIVE TEST-BAN-TREATY"
"3616",3646,"DENUCLEARIZATION, SOUTH ASIA"
"3617",3647,"NON-NUCLEAR STATES"
"3618",3648,"ARMS RACE, OUTER SPACE"
"3619",3649,"SOUTH AFRICA, NUCLEAR WEAPONS"
"3620",3650,"FISSIONABLE MATERIAL"
"3621",3651,"DISARMAMENT, REGIONAL"
"3622",3652,"BILATERAL ARMS NEGOTIATIONS"
"3623",3653,"ARMAMENTS, TRANSPARENCY"
"3624",3654,"FREEZE, NUCLEAR WEAPONS"
"3625",3655,"PROHIBITION, NUCLEAR USE"
"3626",3656,"U.N. DISARMAMENT CENTERS"
"3627",3657,"DISARMAMENT, COMPREHENSIVE PROGRAM"
"3628",3658,"DISARMAMENT, CONFERENCE"
"3629",3659,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3630",3660,"ANTARCITCA"
"3631",3661,"ANTARCTICA, SOUTH AFRICA"
"3632",3662,"PALESTINE, ASSISTANCE"
"3633",3663,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3634",3664,"PALESTINE, REFUGEES RESETTLEMENT"
"3635",3665,"PALESTINE, REFUGEES, RELIEF"
"3636",3666,"PALESTINE, REFUGEES, RETURN"
"3637",3667,"PALESTINE, REFUGEES, PROPERTIES"
"3638",3668,"PALESTINE, REFUGEES, PROTECTION"
"3639",3669,"JERUSALEM, UNIVERSITY"
"3640",3670,"ISRAEL, PALESTINIAN STUDENTS"
"3641",3671,"ISRAEL, OCCUPIED TERRITORIES"
"3642",3672,"ISRAEL, GENEVA CONVENTION"
"3643",3673,"ISRAEL, OCCUPIED TERRITORIES"
"3644",3674,"PALESTINE, DETENTIONS"
"3645",3675,"ISRAEL, RESOLUTION COMPLIANCE"
"3646",3676,"ISRAEL, GOLAN HEIGHTS"
"3647",3677,"ISRAEL, PALESTINIAN STUDENTS"
"3648",3678,"INDIAN OCEAN, ZONE OF PEACE"
"3649",3679,"INTERNATIONAL ECONOMIC ORDER"
"3650",3680,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"3651",3681,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"3652",3682,"SELF-DETERMINATION, IMPLEMENTATION"
"3653",3683,"SELF-DETERMINATION, IMPLEMENTATION"
"3654",3684,"DECOLOIZATION, INFORMATION"
"3655",3685,"PALESTINE, RIGHTS COMMITTEE"
"3656",3686,"PALESTINE, RIGHTS COMMITTEE"
"3657",3687,"PALESTINE, INFORMATION"
"3658",3688,"MIDDLE EAST PEACE CONFERENCE"
"3659",3689,"PALESTINE, INTIFADAH"
"3660",3690,"LAW OF THE SEA"
"3661",3691,"APARTHEID, COMMITTEE"
"3662",3692,"SOUTH AFRICA, MILITARY COLLABORATION"
"3663",3693,"SOUTH AFRICA, ISRAEL"
"3664",3694,"SOUTH AFRICA, OIL EMBARGO"
"3665",3695,"MIDDLE EAST PEACE PROCESS"
"3666",3696,"ISRAEL, ACTIONS AGAINST"
"3667",3697,"APARTHEID, CONVENTION"
"3668",3698,"ZIONISM AND RACISM, ELIMINATION"
"3669",3699,"SELF-DETERMINATION"
"3670",3700,"MERCENARIES"
"3671",3701,"WORLD SOCIAL SITUATION"
"3672",3702,"HUMAN RIGHTS, U.N. SYSTEM"
"3673",3703,"INTERFERENCE, INTERNAL AFFAIRS"
"3674",3704,"HUMAN RIGHTS, IRAQ"
"3675",3705,"HUMAN RIGHTS, OCCUPIED KUWAIT"
"3676",3706,"ELECTIONS, EFFECTIVENESS"
"3677",3707,"U.N. AFRICAN CRIME INSTITUTE"
"3678",3708,"PALESTINE, LIVING CONDITIONS"
"3679",3709,"ISRAEL, SETTLEMENTS"
"3680",3710,"PALESTINE, ASSISTANCE"
"3681",3711,"ECONOMIC COERCION"
"3682",3712,"KUWAIT, ENVIRONMENT"
"3683",3713,"BOSNIA AND HERZEGOVINA"
"3684",3714,"ADMISSION, YUGOSLAVIA"
"3685",3715,"IAEA, REPORT"
"3686",3716,"COMOROS, MAYOTTE"
"3687",3717,"U.N., LEAGUE OF ARAB STATES"
"3688",3718,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"3689",3719,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"3690",3720,"SELF-DETERMINATION, IMPLEMENTATION"
"3691",3721,"CUBA, U.S. EMBARGO"
"3692",3722,"SELF-DETERMINATION, IMPLEMENTATION"
"3693",3723,"DECOLOIZATION, INFORMATION"
"3694",3724,"LIBERATION MOVEMENTS, OBSERVER STATUS"
"3695",3725,"SCIENCE, TECHNOLOGY, SECURITY"
"3696",3726,"BAN, AIR, WATER AND OUTER SPACE NUCLEAR TESTING"
"3697",3727,"COMPREHENSIVE TEST-BAN-TREATY"
"3698",3728,"DENUCLEARIZATION, SOUTH ASIA"
"3699",3729,"NON-NUCLEAR STATES"
"3700",3730,"ARMS RACE, OUTER SPACE"
"3701",3731,"NON-PROLIFERATION TREATY"
"3702",3732,"FISSIONABLE MATERIAL"
"3703",3733,"DISARMAMENT, REGIONAL"
"3704",3734,"PROHIBITION, NUCLEAR USE"
"3705",3735,"FREEZE, NUCLEAR WEAPONS"
"3706",3736,"CONFIDENCE-BUILDING"
"3707",3737,"DISARMAMENT RESEARCH"
"3708",3738,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3709",3739,"ANTARCTICA"
"3710",3740,"INDIAN OCEAN, ZONE OF PEACE"
"3711",3741,"INTERNATIONAL PEACE, SECURITY"
"3712",3742,"INTERNATIONAL PEACE, SECURITY"
"3713",3743,"ISRAEL, GOLAN HEIGHTS"
"3714",3744,"JERUSALEM"
"3715",3745,"PALESTINE, RIGHTS, COMMITTEE"
"3716",3746,"PALESTINE, RIGHTS COMMITTEE"
"3717",3747,"PALESTINE, INFORMATION"
"3718",3748,"MIDDLE EAST, PEACE PROCESS"
"3719",3749,"ISRAEL, OCCUPIED TERRITORIES"
"3720",3750,"LAW OF THE SEA"
"3721",3751,"PALESTINE, ASSISTANCE"
"3722",3752,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3723",3753,"PALESTINE, REFUGEES RESETTLEMENT"
"3724",3754,"PALESTINE, REFUGEES, RELIEF"
"3725",3755,"PALESTINE, REFUGEES, RETURN"
"3726",3756,"PALESTINE, REFUGEES, PROPERTIES"
"3727",3757,"PALESTINE, REFUGEES, PROTECTION"
"3728",3758,"JERUSALEM, UNIVERSITY"
"3729",3759,"ISRAEL, PALESTINIAN STUDENTS"
"3730",3760,"ISRAEL, OCCUPIED TERRITORIES"
"3731",3761,"ISRAEL, GENEVA CONVENTION"
"3732",3762,"ISRAEL, OCCUPIED TERRITORIES"
"3733",3763,"PALESTINE, DETENTIONS"
"3734",3764,"ISRAEL, RESOLUTION COMPLIANCE"
"3735",3765,"ISRAEL, GOLAN HEIGHTS"
"3736",3766,"ISRAEL, PALESTINIAN STUDENTS"
"3737",3767,"SOUTH ATLANTIC, ZONE OF PEACE"
"3738",3768,"APARTHEID, CONVENTION"
"3739",3769,"SELF-DETERMINATION"
"3740",3770,"MERCENARIES"
"3741",3771,"U.N. AFRICAN CRIME INSTITUTE"
"3742",3772,"SOUTH AFRICA, EMBARGO"
"3743",3773,"SOUTH AFRICA, MILITARY COLLABORATION"
"3744",3774,"SOUTH AFRICA, ISRAEL"
"3745",3775,"APARTHEID, SPORTS"
"3746",3776,"BOSNIA AND HERZEGOVINA"
"3747",3777,"ELECTORAL SOVEREIGNTY"
"3748",3778,"HUMAN RIGHTS, U.N. SYSTEM"
"3749",3779,"ELECTIONS, EFFECTIVENESS"
"3750",3780,"HUMAN RIGHTS, CUBA"
"3751",3781,"SUDAN"
"3752",3782,"HUMAN RIGHTS, IRAQ"
"3753",3783,"HUMAN RIGHTS, IRAN"
"3754",3784,"KUWAIT, ENVIRONMENT"
"3755",3785,"PALESTINE, ASSISTANCE"
"3756",3786,"ISRAEL, SETTLEMENTS"
"3757",3787,"DEBT PROBLEM SOLUTIONS"
"3758",3788,"YUGOSLAVIA, PARTICIPATION ECOSOC"
"3759",3789,"IAEA REPORT"
"3760",3790,"CULTURAL PROPERTY, RESTITUTION"
"3761",3791,"CUBA, U.S. EMBARGO"
"3762",3792,"SOUTH ATLANTIC, ZONE OF PEACE"
"3763",3793,"LAW OF THE SEA"
"3764",3794,"PALESTINE, ASSISTANCE"
"3765",3795,"PALESTINE, SCHOLARSHIPS, GRANTS"
"3766",3796,"PALESTINE, REFUGEES RESETTLEMENT"
"3767",3797,"PALESTINE, DISPLACED PERSONS"
"3768",3798,"PALESTINE, REFUGEES, PROPERTIES"
"3769",3799,"PALESTINE, REFUGEES, PROTECTION"
"3770",3800,"JERUSALEM, UNIVERSITY"
"3771",3801,"ISRAEL, PALESTINIAN STUDENTS"
"3772",3802,"ISRAEL, OCCUPIED TERRITORIES"
"3773",3803,"ISRAEL, GENEVA CONVENTION"
"3774",3804,"ISRAEL, OCCUPIED TERRITORIES"
"3775",3805,"ISRAEL, GOLAN HEIGHTS"
"3776",3806,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"3777",3807,"SELF-DETERMINATION, ECONOMIC IMPEDIMENTS"
"3778",3808,"SELF-DETERMINATION, IMPLEMENTATION"
"3779",3809,"SELF-DETERMINATION, IMPLEMENTATION"
"3780",3810,"DECOLOIZATION, INFORMATION"
"3781",3811,"COMOROS, MAYOTTE"
"3782",3812,"MIDDLE EAST, PEACE PROCESS"
"3783",3813,"JERUSALEM"
"3784",3814,"SYRIAN GOLAN"
"3785",3815,"SCIENCE, TECHNOLOGY, SECURITY"
"3786",3816,"SCIENCE, TECHNOLOGY, SECURITY"
"3787",3817,"U.N. VERIFICATION"
"3788",3818,"BAN, AIR, WATER AND OUTER SPACE NUCLEAR TESTING"
"3789",3819,"DENUCLEARIZATION, SOUTH ASIA"
"3790",3820,"NON-NUCLEAR STATES"
"3791",3821,"ARMS RACE, OUTER SPACE"
"3792",3822,"DISARMAMENT, GENERAL, COMPLETE"
"3793",3823,"ILLICIT SMALL-ARMS TRAFFIC"
"3794",3824,"DISARMAMENT, REGIONAL"
"3795",3825,"DISARMAMENT, CONVENTIONAL"
"3796",3826,"CONFIDENCE-BUILDING"
"3797",3827,"PROHIBITION, NUCLEAR USE"
"3798",3828,"NUCLEAR PROLIFERATION, MIDDLE EAST"
"3799",3829,"INDISCRIMINATORY WEAPONS"
"3800",3830,"ANTARCTICA"
"3801",3831,"INDIAN OCEAN, ZONE OF PEACE"
"3802",3832,"INTERNATIONAL PEACE, SECURITY"
"3803",3833,"INTERNATIONAL PEACE, SECURITY"
"3804",3834,"BOSNIA AND HERZEGOVINA"
"3805",3835,"APARTHEID, CONVENTION"
"3806",3836,"MERCENARIES"
"3807",3837,"SELF-DETERMINATION"
"3808",3838,"U.N. AFRICAN CRIME INSTITUTE"
"3809",3839,"HUMAN RIGHTS, U.N. SYSTEM"
"3810",3840,"ELECTORAL SOVEREIGNTY"
"3811",3841,"ELECTIONS, EFFECTIVENESS"
"3812",3842,"HUMAN RIGHTS, CUBA"
"3813",3843,"HUMAN RIGHTS, IRAQ"
"3814",3844,"HUMAN RIGHTS, IRAN"
"3815",3845,"HUMAN RIGHTS, SUDAN"
"3816",3846,"PALESTINE, RIGHTS COMMITTEE"
"3817",3847,"PALESTINE, RIGHTS, SECRETARIAT"
"3818",3848,"PALESTINE, INFORMATION"
"3819",3849,"PALESTINE, PEACEFUL SETTLEMENT"
"3820",3850,"ECONOMIC COERCION"
"3821",3851,"DEBT PROBLEM SOLUTIONS"
"3822",3852,"ISRAEL, SETTLEMENTS"
"3823",3853,"LAW OF THE SEA, AGREEMENT"
"3824",3854,"CUBA, U.S. EMBARGO"
"3825",3855,"BOSNIA AND HERZEGOVINA"
"3826",3856,"COMOROS, MAYOTTE"
"3827",3857,"SOUTH ATLANTIC, ZONE OF PEACE"
"3828",3858,"LAW OF THE SEA"
"3829",3859,"PEACEFUL USES OF OUTER SPACE COMMITTEE"
"3830",3860,"PALESTINE, ASSISTANCE"
"3831",3861,"PALESTINE, DISPLACED PERSONS"
